ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID
454394,aka,Papa no de ne nsa asᴐ n’afu,"papa\\tno\\tde\\tne\\tnsa\\ta-sᴐ\\tn’-afu","man.SBJ\\tDEF\\tuse\\t3SG.POSS\\thand.OBJ\\tPRF-hold\\t3SG.POSS-tummy",The man has held his tummy with his hand,,,
455907,aka,Still aa papa no ada,"still\\taa\\tpapa\\tno\\ta-da","\\tEMPH\\tman.SBJ\\tDEF\\tPRF-sleep",Yet still the man is asleep,,,
455908,aka,Nwansena no asan asᴐre,"nwansena\\tno\\ta-san\\ta-sᴐre","housefly\\tDEF\\tPRF-repeat\\tCONS-get_up",The housefly has gotten up again,,,
454801,aka,Kofi kɔɔ afuom bae.,"kofi\\tkɔ-ɔ\\tafuo-m\\tba-e","Kofi.SBJ\\tgo.ITV-PAST\\tfarm.OBJ-LOC\\tcome-PAST",Kofi went to the farm and came back ,,,
454802,aka,Kwame tɔɔ buku maa Mansah.,"kwame\\ttɔ-ɔ\\tbuku\\tma-a\\tmansah","Kwame.SBJ\\tbuy-PAST\\tbook.OBJ\\tgive-PAST\\tMansah.OBJ",Kwame bought a book for Mansah,,,
454803,aka,Maame somaa Araba kɔɔ ɛfuom.,"maame\\tsoma-a\\taraba\\tkɔ-ɔ\\tɛfuom","Maame.SBJ\\tsend-PAST\\tAraba.SBJ.OBJ\\tgo.ITV-PAST\\tfarm.OBJ",Maame sent Araba to the farm,,,
454804,aka,Amponsah tinaa ase didieɛ.,"amponsah\\ttina-a\\tase\\tdidi-eɛ","Amponsah.SBJ\\tsit-PAST\\tdown\\teat-PAST",Amponsah sat down and ate,,,
454805,aka,Abena te hɔ.,"abena\\tte\\thɔ","Abena.SBJ\\tlive\\tthere.DXS.DIST",Abena lives there,,,
454806,aka,Serwaa bɛto nnwom.,"serwaa\\tbɛ-to\\tn-nwom","Serwaa.SBJ\\tFUT.H-sing\\tPL-song.OBJ",Serwaa will sing songs,,,
454807,aka,Mensah bɛba ɔkyena.,"mensah\\tbɛ-ba\\tɔkyena","Mensah.SBJ\\tFUT.H-come\\ttomorrow",Mensah will come tomorrow,,,
454808,aka,Ntoma yi yɛ papa.,"ntoma\\tyi\\tyɛ\\tpapa","cloth.SBJ\\tDEF\\tis\\tgood.COMPL",this cloth is good,,,
454809,aka,Mpaboa no wɔ mpa no ase.,"mpaboa\\tno\\twɔ\\tmpa\\tno\\tase","shoe.SBJ\\tDEF\\t\\tbed\\tDEF\\tunder",the shoe is under the bed,,,
454810,aka,Asare dwane kɔ sukuu.,"asare\\tdwane\\tkɔ\\tsukuu","Asare.SBJ\\trun.HAB\\tgo.ITV\\tschool.OBJ",Asare runs to school,,,
454811,aka,Ne maame asi fie,"ne\\tmaame\\ta-si\\tfie","3SG\\tmother.SBJ\\tPFV-build\\thouse.OBJ",his mother has built a house,,,
454812,aka,Me wɔfa yere aba,"me\\twɔfa\\tyere\\ta-ba","POSS.1SG\\tuncle\\twife.SBJ\\tPRF-come",my uncle's wife has come,,,
454813,aka,Amponsah bɛtwerɛ wɔn nkrataa,"amponsah\\tbɛ-twerɛ\\twɔn\\tkrataa","Amponsah.SBJ\\tFUT.H-write\\tOBJind.1PL\\tletter.OBJ",Amponsah will write them a letter,,,
454814,aka,ɔtɔ paanoo no aboɔden,"ɔ-tɔ\\tpaanoo\\tno\\taboɔden","3SG.SBJ-buy\\tbread.OBJ\\tDEF\\tprice.hard",s/he buys the bread at a high price,,,
454815,aka,Ato fi fie fa ne kaa kɔ kurom,"ato\\tfi\\tfie\\tfa\\tne\\tkaa\\tkɔ\\tkurom","Ato.SBJ\\tleave\\thouse.OBJ\\ttake\\tPOSS.3SG\\tcar.OBJ\\tgo.ITV\\ttown.OBJ","Ato leaves the house, takes his car and goes to town",,,
454816,aka,Akos twerɛɛ nsɔhwɛ twae,"akos\\ttwerɛ-ɛ\\tnsɔhwɛ\\ttwa-e","\\twrite-PAST\\texams\\tpass-PAST",Akos wrote the exams and passed,,,
454817,aka,Wode mpaboa sesaa buku kaee,"wo-de\\tmpaboa\\tsesa-a\\tbuku\\tkan-eɛ","3SG.SBJ-take\\tshoe.OBJ\\tchange-PAST\\tbook.OBJ\\tread-PAST",you exchanged shoes for a book to read,,,
454818,aka,ɔhuu ne maame,"ɔ-hu-u\\tne\\tmaame","SM.3SG-see-PAST\\tPOSS.3SG\\tmother.OBJ",he saw his mother,,,
454819,aka,Yɛfa sukuu no ho kɔ asɔre,"yɛ-fa\\tsukuu\\tno\\tho\\tkɔ\\tasɔre","CLITpron.1PL-pass\\tschool\\tDEF\\tside.LOC\\tgo.ITV\\tchurch.OBJ",we pass by the school when we go to church,,,
454820,aka,Ato siesie ne ho,"ato\\tsiesie\\tne-ho","ato.SBJ\\tdress\\tPOSS.3SG-self",Ato dresses up (himself),,,
454821,aka,Ato siesie no ho,"ato\\tsiesie\\tno-ho","ato.SBJ\\tdress\\tOBJ.3SG-self",Ato dress up him/her (another person),,,
454822,aka,Asare ahye aduane no,"asare\\ta-hye\\taduane\\tno","Asare.SBJ\\tPRF-burn\\tfood.OBJ\\tDEF",Asare has burnt the food,,,
454823,aka,Aduane no ahye,"aduane\\tno\\ta-hye","food.SBJ\\tDEF\\tPFV-burn",the food has burnt,,,
454824,aka,Mansah bɛto nnwom,"mansah\\tbɛ-to\\tnnwom","Mansah.SBJ\\tFUT.H-sing\\tsong.OBJ",Mansah will sing a song,,,
454825,aka,Adwoa sa kpanlogo.,"adwoa\\tsa-a\\tkpanlogo","Adwoa.SBJ\\tdance-PAST\\tkpanlogo.OBJ",Adwoa danced kpanlogo (a kind of dance),,,
454826,aka,Adwoa sa fɛfɛɛfɛ.,"adwoa\\tsa-a\\tfɛfɛɛfɛ","Adwoa.SBJ\\tdance-PAST\\tbeautifully.COMPL",Adwoa danced beautifully,,,
454827,aka,Adwoa saa wɔ asɔre.,"adwoa\\tsa-a\\twɔ\\tasɔre","Adwoa.SBJ\\tdance-PAST\\tat\\tchurch.OBJ",Adwoa danced at church,,,
454828,aka,Adwoa sa,"adwoa\\tsa","adwoa.SBJ\\tdance.HAB",Adwoa dances,,,
454239,aka,Amponsah de ntoma no too mpa no so,"amponsah\\tde\\tntoma\\tnó\\tto-o\\tmpa\\tnò\\tso","Amponsah.SBJ\\ttake\\tcloth.OBJ\\tDEF\\tput-PAST\\tbed.OBJ\\tDEF\\ton.LOC",Amponsah placed the cloth on the bed.,,,
454240,aka,Akosua hwiee nsuo no faa tokuro no mu,"akosua\\thwie-e\\tnsuo\\tnó\\tfa-a\\ttokuro\\tnò\\tmu","Akosua.SBJ\\tpour-PAST\\twater.OBJ\\tDEF\\tpass-PAST\\thole.OBJ\\tDEF\\tinside.LOC",Akosua poured water through the hole,,,
454241,aka,Aba yii kuruwa no firi ɛpono no so,"aba\\tyi-i\\tkuruwa\\tnó\\tfiri-i\\tɛpono\\tnò\\tso","Aba.SBJ\\tremove-PAST\\tcup.OBJ\\tDEF\\taway_from-PAST\\ttable.OBJ\\tDEF\\ton.LOC",Aba removed the cup from the table,,,
454242,aka,ɔ somaa ne ba no kɔɔ mukaasi,"ɔ\\tsoma-a\\tnè\\tba\\tno\\tkɔ-ɔ\\tmukaasi","SBJ.3SG\\tsend-PAST\\tSG\\tchild.OBJ\\tDEF\\tgo-PAST\\tkitchen",She/he sent her/his child to the kitchen ,,,
454243,aka,Me twii kaa no firii fie faa sukuu no mu kɔ asɔre,"me\\ttwi-i\\tkaa\\tnó\\tfiri-i\\tfie\\tfa-a\\tsukuu\\tnò\\tmu\\tkɔ-ɔ\\tasɔre","SBJ.1SG\\tdrive-PAST\\tcar.OBJ\\tDEF\\taway_from-PAST\\thouse\\tpass-PAST\\tschool\\tDEF\\tinside\\tgo-PAST\\tchurch",I drove the car from the house through the school to church,,,
454244,aka,Papa no wɔ fie,"papa\\tnó\\twɔ\\tfie","man.SBJ\\tDEF\\tbe.LOC\\thouse.OBJ",The man is in the house,,,
454245,aka,Kofi dwane fa emusieɛ hɔ,"kofi\\tdwane\\tfa-a\\temusieɛ\\thɔ","kofi.SBJ\\trun\\tpass-PAST\\tcemetery.OBJ\\tthere.DXS.DIST",Kofi ran through the cemetery.,,,
454246,aka,Mensah firii fie enora,"mensah\\tfiri-i\\tfie\\tɛnora","Mensah.SBJ\\tleave-PAST\\thome.OBJ\\tyesterday",Mensah left home yesterday,,,
454247,aka,Mensah kɔ sukuu,"mensah\\tkɔ\\tsukuu","Mensah.SBJ\\tgo\\tschool.OBJ",Mensah has gone to school,,,
454248,aka,ɔ fa sukuu no mu kɔ dwaso,"ɔ\\tfa\\tsukuu\\tno\\tmu\\tkɔ\\tdwaso","SBJ.3SG\\tpass.PATH\\tschool\\tDEF\\tinside.LOC\\tgo\\tmarket",She passes through the school to the market.,,,
454249,aka,Fa kɔ,"fa\\tkɔ","take.IMP\\tgo.IMP",Take it and go!,,,
453818,aka,Amponsah tɔn dan,"amponsah\\ttɔn\\tdan","Amponsah.SBJ\\tsell.HAB\\thouse.OBJ",Amponsah sells house,,,
453819,aka,Amponsah sere,"amponsah\\tsere","Amponsah.SBJ\\tlaugh.HAB",Amponsah laughs,,,
453820,aka,Akosua maa me aduane,"akosua\\tma-a\\tme\\taduane","Akosua.SBJ\\tgive-PAST\\tme.OBJ.1SG\\tfood.OBJ2",Akosua gave me food,,,
453821,aka,ɔsu da,"ɔ-su\\tda","S/he.SM.3SG-cry.HAB\\tsleep.HAB",S/he cries to sleep,,,
453822,aka,Ansah anoa aduane adi ada,"ansah\\ta-noa\\taduane\\ta-di\\ta-da","Ansah.SBJ\\tPFV-cook\\tfood.OBJ\\tPFV-eat\\tPFV-sleep",Ansah has cooked food ate it and slept.,,,
453823,aka,Nimo pow ne ba no,"nimo\\tpo-o\\tne-ba","Nimo.SBJ\\tdisown-PAST\\this.3SG.POSS.CLITpron-child.OBJ",Nimo disowned his child,,,
453824,aka,Kojo afa nsuo no anom,"kojo\\ta-fa\\tnsuo\\tno\\ta-nom","Kojo.SBJ\\tPRF-take\\twater.OBJ\\tDEF\\tPRF-drink",Kojo has taken the water in order to drink,,,
453825,aka,Kojo afa anom,"kojo\\ta-fa\\ta-nom","Kojo.SBJ\\tPRF-take\\tPRF-drink",Kojo has drunken ,,,
453826,aka,Kojo fa ne ba no dware no,"kojo\\tfa\\tne-ba\\tno\\tdware\\tno","Kojo.SBJ\\ttake.HAB\\tPOSS.3SG-child.OBJ\\tDEF\\tbath.HAB\\tOBJ.3SG",Kojo takes his child to bath him,,,
453827,aka,Ama ato agode no abɔ fam,"ama\\ta-to\\tagode\\tno\\ta-bɔ\\tfam","Ama.SBJ\\tPFV-throw\\ttoy.OBJ\\tDEF\\tPFV-hit\\tfloor.OBJ",Ama has thrown the toy on the floor,,,
453828,aka,Atta bɛfa atade no ashɛ,"atta\\tbɛ-fa\\tatade\\tno\\ta-shɛ","Atta.SBJ\\tFUT-take\\tdress.OBJ\\tDEF\\tCONS-wear",Atta will take the dress to wear,,,
453829,aka,Naana maa Ama atade shɛe,"naana\\tma-a\\tama\\tatade\\tshɛ-e","Naana.SBJ\\tgive-PAST\\tAma.OBJind\\tdress.OBJ\\twear-",Naana gave Ama a dress to wear,,,
453830,aka,Atta faa mu,"atta\\tfa-a\\tmu","Atta.SBJ\\tpass-PAST\\tthrough",Atta passed through,,,
453831,aka,Kojo twi kaa,"kojo\\ttwi\\tkaa","Kojo.SBJ\\tdrive.HAB\\tcar.OBJ",Kojo drives a car,,,
453832,aka,Yaa rekasa,"yaa\\tre-kasa","Yaa.SBJ\\tPROG-talk",Yaa is talking,,,
453833,aka,Yaw fii Accra kɔɔ Kumasi,"yaw\\tfi-i\\taccra\\tkɔ-ɔ\\tkumasi","Yaw.SBJ\\tleave-PAST\\tAccra\\tgo.ITV-PAST\\tKumasi",Yaw left Accra and went to Kumasi,,,
453834,aka,Afua atɔn mpaboa ama Abena,"afua\\ta-tɔn\\tmpaboa\\ta-ma\\tabena","Afua.SBJ\\tPRF-buy\\tshoes.OBJ\\tPRF-give\\tAbena.OBJ",Afua has sold shoes to Ama,,,
453835,aka,ohia mmoa,"o-hia\\tm-moa","S/he.SBJ.3SG-need\\tPL-help.OBJ",S/he needs help,,,
453836,aka,Kwame bɔ bɔɔlo,"kwame\\tbɔ\\tbɔɔlo","Kwame.SBJ\\tplay.HAB\\tball.OBJ",kwame plays ball,,,
453837,aka,ɛfom awoso,"ɛfom\\ta-woso","ground.SBJ\\tPRF-shake",the ground has shaken,,,
453838,aka,ɛfom yɛ mmrɛ,"ɛfom\\tyɛ\\tmmrɛ","ground.SBJ\\tbe\\tsoft",the ground is soft,,,
453839,aka,ɛsoro biri tuum,"ɛsoro\\tbiri\\ttuum","sky.SBJ\\tdarken.HAB\\tblack",the sky darkens black,,,
453840,aka,N' ano ha no,"ne\\tano\\tha\\tnò","his.POSS.3SG\\tmouth.SBJ\\tdisturb.HAB\\thim.OBJ.3SG",He speaks too much,,,
453841,aka,N’aso yɛ den,"n'-aso\\tyɛ\\tden","POSS.3SG-ears.SBJ\\tbe\\thard",S/he is stubborn,,,
453842,aka,Ne bo fono no,"ne\\tbo\\tfono\\tno","POSS.3SG\\theart.SBJ\\tnauseate\\t3SG.OBJ",He feels nauseated,,,
453843,aka,Aduane no afono me,"aduane\\tno\\ta-fono\\tme","food.SBJ\\tDEF\\tPRF-nauseate\\tOBJ.1SG",The food nauseates me,,,
453844,aka,Kwame apie,"kwame\\ta-pie","Kwame.SBJ\\tPRF-out",Kwame has gone out,,,
453845,aka,ɔte dua no ase,"ɔ-te\\tdua\\tno\\tase","SBJ.3SG-sitting\\ttree\\tDEF\\tunder.OBJ",S/he is sitting under the tree,,,
453846,aka,ɔte aduane panpane,"ɔ-te\\taduane\\tpanpane","SBJ.3SG-smell\\tfood\\taroma.OBJ",S/he smells the food's aroma,,,
453847,aka,Kofi ka kaa,"kofi\\tka\\tkaa","Kofi.SBJ\\tdrive.HAB\\tcar.OBJ",Kofi drives a car,,,
453848,aka,Ama asi atade no,"ama\\ta-si\\tatade\\tno","Ama.SBJ\\tPRF-wash\\tdress.OBJ\\tDEF",Ama has washed the dress,,,
453849,aka,ɛmo no yɛ 5kg,"ɛmo\\tno\\tyɛ\\t5kg","rice.SBJ\\tDEF\\tbe\\t5kg.OBJ",The rice is 5kg,,,
453850,aka,Papa no rehata cocoa,"papa\\tno\\tre-hata\\tkokoo","man.SBJ\\tDEF\\tPROG-dry\\tcocoa.OBJ",the man is drying cocoa,,,
453851,aka,Maame no rewɔ fufu,"maame\\tno\\tre-wɔ\\tfufu","woman.SBJ\\tDEF\\tPROG-pound\\tfufu.OBJ",the woman is pounding fufu,,,
453852,aka,Kwame de car no apie kɔ asɔre,"kwame\\tde\\tkaa\\tno\\ta-pie\\tkɔ\\tasɔre","Kwame.SBJ\\ttake\\tcar.OBJ\\tDEF\\tPRF-out\\tgo.ITV\\tchurch.OBJ",Kwame has gone out with the car to church,,,
453853,aka,Ama bɛfa safua no abue dan no,"ama\\tbɛ-fa\\tsafua\\tno\\ta-bue\\tdan\\tno","Ama.SBJ\\tFUT.H-take\\tkey.OBJ\\tDEF\\tCONS-open\\thouse.OBJ\\tDEF",Ama will take the key to open the house,,,
453854,aka,Ama tɔɔ nhoma maa ne nua,"ama\\ttɔ-ɔ\\tntoma\\tma-a\\tne\\tnua","Ama.SBJ\\tbuy-PAST\\tcloth.OBJ\\tgive.CAUS-PAST\\ther.POSS.3SG\\tsibling.OBJind",Ama bought a cloth for her sibling,,,
453855,aka,Maame no too nuoma no guu mpa no so,"maame\\tno\\tto-o\\tnuoma\\tno\\tgu-u\\tmpa\\tno\\tso","woman.SBJ\\tDEF\\tthrow-PAST\\tthings.OBJ\\tDEF\\tput-PAST\\tbed.OBJ\\tDEF\\ton",the woman threw the things on the bed,,,
453856,aka,Me nam w’adwuma mu kɔ sukuu,"me\\tnam\\tw'-adwuma\\tmu\\tkɔ\\tsukuu","I.SBJ.1SG\\twalk\\tPOSS.2SG-work\\tin.OBJ\\tgo.ITV\\tschool.OBJ",I walk through your work to school,,,
453857,aka,papafoɔ no pia me tɔɔ fam,"papa-foɔ\\tno\\tpia-a\\tme\\ttɔ-ɔ\\tfam","man.SBJ-AGT.PL\\tDEF\\tpush-PAST\\tme.OBJ.1SG\\tfall-PAST\\tfloor.OBJ",the men pushed me to the floor,,,
453858,aka,Atta bɛfa atade no ashɛ,"atta\\tbɛ-fa\\tatade\\tno\\ta-shɛ","Atta.SBJ\\tcome.VEN-take\\tdress.OBJ\\tDEF\\tCONS-wear",Atta will take the dress to wear (it),,,
453859,aka,Atta bɛfa atade no shɛ,"atta\\tbɛ-fa\\tataade\\tno\\tshɛ","Atta.SBJ\\tcome.VEN-take\\tdress\\tDEF\\twear.HAB",Atta comes to take the dress and wear it,,,
453860,aka,Ansah bɛsa nsuo,"ansah\\tbɛ-sa\\tnsuo","Ansah.SBJ\\tFUT.H-fetch\\twater.OBJ",Ansah will fetch water,,,
453861,aka,Ansah bɛsa nsuo,"ansah\\tbɛ-sa\\tnsuo","Ansah.SBJ\\tcome.VEN-fetch\\twater.OBJ",Ansah comes to fetch water,,,
453862,aka,Atare no sɛn ɛpono no akyi,"atare\\tno\\tsɛn\\tɛpono\\tno\\takyi","dress.SBJ\\tDEF\\thang\\tdoor\\tDEF\\tback",the dress is hanging behind the door,,,
453863,aka,ɔde atare no asɛn ɛpono no akyi,"ɔ-de\\tatare\\tno\\ta-sɛn\\tɛpono\\tno\\takyi","S/he.SBJ.3SG-use\\tdress.OBJ.SBJ\\tDEF\\tPRF-hang\\tdoor\\tDEF\\tback",She uses the dress that was hanging behind the door.,,,
453864,aka,Panyin atɔ aduane redi,"panyin\\ta-tɔ\\taduane\\tre-di","panyin.SBJ\\tPRF-buy\\tfood.OBJ\\tPROG-eat",panyin has bought food and is eating it,,,
453865,aka,ɔkɔ asɔre,"ɔ-kɔ\\tasɔre","S/he.SBJ.3SG-go.ITV\\tchurch.OBJ",S/he goes to church,,,
453866,aka,Yaa dae,"yaa\\tda-e","Yaa.SBJ\\tsleep-PAST",Yaa slept,,,
453867,aka,Ama sɔre dii aduane no,"ama\\tsɔre\\tdi-i\\taduane\\tno","ama.SBJ\\tstand\\teat-PAST\\tfood.OBJ\\tDEF",Ama got up and ate the food,,,
453868,aka,Esi nomm nsa boe,"esi\\tnom-m\\tnsa\\tbo-e","Esi.SBJ\\tdrink-PAST\\twine.OBJ\\tdrunk-PAST",Esi drunk wine and got drunk,,,
453869,aka,woyɛ ɔkyerɛkyrerɛni,"wo-yɛ\\tɔkyerɛkyrerɛni","you.SBJ.2SG-be\\tteacher.COMPL",you are a teacher,,,
453870,aka,Ntoma yi yɛ papa,"ntoma\\tyi\\tyɛ\\tpapa","cloth.SBJ\\tDEF\\tbe\\tgood",this cloth is good,,,
453871,aka,Metoo paanoo ɛnora,"me-to-o\\tpaanoo\\tɛnora","I.SBJ.1SG-bake-PAST\\tbread.OBJ\\tyesterday.COMPL",I baked bread yeasterday,,,
454092,aka,Papa no kyerɛɛ mmɔfra no kwan.,"papa\\tnó\\tkyerɛ-ɛ\\tm-mɔfra\\tnó\\tkwan","man.SBJ\\tDEF\\tshow-PAST\\tPL-child.OBJ\\tDEF\\tway.OBJ",The man showed the children the way,,,
454093,aka,Papa no kyerɛɛ mmɔfra no,"papa\\tno\\tkyerɛ-ɛ\\tmmɔfra\\tno","man.SBJ\\tthe.DEF\\tshow-PAST\\tchildren.OBJ\\tthe.DEF",The man showed the children.,,,
454620,aka,Kofi twitwaa nnua no.,"kofi\\ttwi-twa-a\\tn-nua\\tno","K..SBJ\\tcut-REDP-PAST\\tPL-tree\\tDEF",Kofi cut the trees.,,,
454621,aka,Kofi twaa dua no.,"kofi\\ttwa-a\\tdua\\tno","K..SBJ\\tcut-PAST\\ttree.SBJ\\tDEF",Kofi cut the tree,,,
454622,aka,Mmɔfra no twaa dua no.,"m-mɔfra\\tno\\ttwa-a\\tdua\\tno","PL-child\\tDEF\\tcut-PAST\\ttree\\tDEF",The children cut the trees.,,,
454623,aka,Mmɔfra no sesaa nsuo no.,"m-mɔfra\\tno\\tse-sa-a\\tnsuo\\tno","PL-child\\tDEF\\tRECP-collect-PAST\\twater\\tDEF",The children collected the water.,,,
454624,aka,Abɔfra no sesaa nsuo no.,"a-bɔfra\\tno\\tse-sa-a\\tnsuo\\tno","SG-\\tDEF\\tREDP-collect-PAST\\twater\\tDEF",The child collected the water.,,,
454625,aka,Akuafoɔ no tontɔnn wɔn mfudeɛ.,"a-kua-foɔ\\tno\\tton-tɔn-n\\twɔn\\tmfudeɛ","PL-farming-NMLZ.AGT\\tDEF\\tREDP-sell-PAST\\t3PL.POSS\\tproduce",The farmers sold their produce.,,,
454626,aka,Okuafoɔ no tɔnn ne mfudeɛ.,"o-kua-foɔ\\tno\\ttɔn-n\\tne\\tmfudeɛ","SG-farming-NMLZ.AGT\\tDEF\\tsell-PAST\\t3SG.POSS\\tproduce",The farmer sold his produce.,,,
454045,aka,ɛyɛ fim a wɔato din simon agyinamoa.,"ɛ-yɛ\\tfim\\ta\\twɔ-a-to\\tdin\\tsimon\\tagyinamoa","it.3SG-do\\tfilm\\tREL\\t3PL.OBJ-PAST-\\tname\\t\\tcat",it is a film titled simon's cat,,,
454046,aka,Papa bi te hɔ na nagyinamoa te ne so.,"papa\\tbi\\tte\\thɔ\\tna\\tn-agyinamoa\\tte\\tne\\tso","man.SBJ\\tINDEF\\tsit\\tplace.LOC\\tCONJ.L\\t3SG.POSS-cat\\tsit\\t3SG.POSS\\ttop.LOC",a man is sitting with his cat sitting on him,,,
454047,aka,Hwansena bi abɛtwam.,"hwansena\\tbi\\ta-bɛ-twam","fly\\tINDEF\\tPRF-come-pass",a fly has come to pass / a fly passes by,,,
454048,aka,Agyinamoa no pɛ sɛ ɔkye hwansena no.,"agyinamoa\\tno\\tpɛ\\tsɛ\\tɔ-kye\\thwansena\\tno","cat.SBJ\\tDEF\\twant.PRES\\tthat\\t3SG.SBJ-catch\\tfly.OBJ\\tDEF",the cat wants to catch the fly,,,
454049,aka,ɔaka papa no tii agu fam.,"ɔ-a-ka\\tpapa\\tno\\ttii\\ta-gu\\tfam","3SG.SBJ-PRF-pour\\tman\\tDEF\\ttea\\tPRF-spill\\tfloor.LOC",it has poured the man's tea on the flooor,,,
454050,aka,ɔakɔ gyina akonwa no so.,"ɔ-a-kɔ\\tgyina\\takonwa\\tno\\tso","3SG.SBJ-PRF-go.VEN\\tstand\\tchair.OBJ\\tDEF\\ttop",it has gone to stand on the chair,,,
454051,aka,agyinamoa no aka kanea no ato fam.,"agyinamoa\\tno\\ta-ka\\tkanea\\tno\\ta-to\\tfam","cat.SBJ\\tDEF\\tPRF-\\tlight\\tDEF\\tPRF-\\tfloor.OBJ",the cat has (gone down?),,,
454052,aka,ɔpɛ sɛ ɔkye hwansena no.,"ɔ-pɛ\\tsɛ\\tɔ-kye\\thwansena\\tno","3SG.SBJ-want\\tthat\\t3SG.SBJ-catch\\tfly.3SG.OBJ\\tDEF",he wants to catch the fly,,,
454053,aka,otwitwa nani nanso onhu hwansena no.,"o-twi-twa\\tn-ani\\tnanso\\to-n-hu\\thwansena\\tno","3SG.SBJ--travel.REDP\\t3SG.POSS-eye\\tbut\\t3SG.SBJ-NEG-\\tfly\\tDEF",it is looking around but it cannot find the fly,,,
454054,aka,Agyinamoa no ahu hwansena no.,"agyinamoa\\tno\\ta-hu\\thwansena\\tno","cat\\tDEF\\tPRF-see\\tfly.3SG.OBJ\\tDEF",the cat has seen the fly,,,
454055,aka,agyinamoa no hwehwɛ hwansena no.,"agyinamoa\\tno\\thwehwɛ\\thwansena\\tno","cat.SBJ\\tDEF\\tlook\\tfly.OBJ\\tDEF",the cat looks for the fly,,,
454056,aka,hwansena no akɔ si papa no atifi.,"hwansena\\tno\\ta-kɔ\\tsi\\tpapa\\tno\\tati-fi","fly.SBJ\\tDEF\\tPRF-go.ITV\\tdescend\\tman.OBJ\\tDEF\\thead-top",the fly has gone to sit on top of the man's head,,,
454057,aka,Agyinamoa no abɛkye no wɔ hɔ.,"agyinamoa\\tno\\ta-bɛ-kye\\tno\\twɔ\\thɔ","cat.SBJ\\tDEF\\tPRF-come.VEN-catch\\t3SG.OBJ\\tbe.LOC\\tplace.LOC",the cat has come to catch it over there,,,
454058,aka,hwansena no adwane.,"hwansena\\tno\\ta-dwane","fly.SBJ\\tDEF\\tPRF-run",the fly has run away,,,
454059,aka,Agyinamoa no de mirika di hwansena no akyi.,"agyinamoa\\tno\\tde\\tmirika\\tdi\\thwansena\\tno\\takyi","cat.SBJ\\tDEF\\tuse\\trun\\teat\\tfly.OBJ\\tDEF\\tback",the cat is running after the fly,,,
454060,aka,Hwansena no asi fam.,"hwansena\\tno\\ta-si\\tfam","fly.SBJ\\tDEF\\tPRF-decend\\tfloor.LOC",the fly has decended down,,,
454061,aka,Agyinamoa no nso asi fam.,"agyinamoa\\tno\\tnso\\ta-si\\tfam","cat.SBJ\\tDEF\\ttoo.ADD\\tPRF-descend\\tfloor.LOC",the cat too has descended down,,,
454062,aka, agyinamoa no akye hwansena no.,"agyinamoa\\tno\\ta-kye\\thwansena\\tno","cat.SBJ\\tDEF\\tPRF-catch\\tfly.OBJ\\tDEF",the cat has caught the fly,,,
454063,aka,ɔde ne nsa bobɔ hwansena no.,"ɔ-de\\tne\\tnsa\\tbo-bɔ\\thwansena\\tno","3SG.SBJ-use\\t3SG.POSS\\thand\\thit-REDP\\tfly.OBJ\\tDEF",it hits the fly with the hand,,,
454064,aka,agyinamoa no aku hwansena no.,"agyinamoa\\tno\\ta-ku\\thwansena\\tno","cat.SBJ\\tDEF\\tPRF-kill\\tfly.OBJ\\tDEF",the cat has killed the fly,,,
454065,aka,agyinamoa no de hwansena no di agorɔ.,"agyinamoa\\tno\\tde\\thwansena\\tno\\tdi\\tagorɔ","cat.SBJ\\tDEF\\tuse\\tfly.OBJ\\tDEF\\tplay\\tgame",the cat is playing with the fly,,,
454066,aka,Agyinamoa no de hwansena no ahyɛ nanum.,"agyinamoa\\tno\\tde\\thwansena\\tno\\ta-hyɛ\\tn-anum","cat.SBJ\\tDEF\\tuse\\tfly.OBJ\\tDEF\\tPRF-put\\t3SG.POSS-mouth.LOC",the cat has put the fly into his mouth,,,
454067,aka,ɔaforo akonwa no akɔgyina simon nkɛn.,"ɔ-a-foro\\takonwa\\tno\\ta-kɔ-gyina\\tsimon\\tnkɛn","3SG.SBJ-PRF-climb\\tchair.OBJ\\tDEF\\tPRF-go.ITV-stand\\tsimon\\tside.LOC",it has climb the chair to go stand by simon,,,
454068,aka,ɔpɛ sɛ onyane simon nanso simon ada.,"ɔ-pɛ\\tsɛ\\to-nyane\\tsimon\\tnanso\\tsimon\\ta-da","3SG.SBJ-like.JUSS\\tthat\\t3SG.SBJ-wake\\tsimon.OBJ\\tbut\\tsimon.SBJ\\tPRF-sleep",it wants to wake simon up but simon is asleep,,,
454069,aka,Afei ɔaforo akɔgyina simon atifi.,"afei\\tɔ-a-foro\\ta-kɔ-gyina\\tsimon\\tati-fi","\\t3SG.SBJ-PRF-climb\\tPRF-go.ITV-stand\\tsimon.OBJ\\thead-top.LOC",now it has climb to go and stand on top of simon's head,,,
454070,aka,Simon anyane,"simon\\ta-nyane","simon.SBJ\\tPRF-wake",simon has woken up,,,
454250,aka,ɔmanpenin no kasamafuɔ no etu kwain,"ɔman-penin\\tno\\tkasa-ma-fuɔ\\tno\\tetu\\tkwain","state.SBJ-head\\tDEF\\tspeak-give-person.NMLZ\\tDEF\\tfly\\tjourney",The President's spokesperson has travelled.,,,
